interpret_hlavni,id,stazeno,nazev_wiki,popis_en,popis_cs,velikost,zanry,datum_narozeni,datum_umrti,zacatek_pusobeni,konec_pusobeni,zalozeni,zanik,gender,misto_puvodu,zeme_puvodu,obcanstvi,etnicita,hlas,nastroje,oceneni,nabozenstvi,orientace,spotify_id,spotify_odberatele
Peggy Gou,Q64158576,True,Peggy Gou,South Korean DJ and fashion designer,,člověk,,1991,,2014,,,,žena,Inčchon,Jižní Korea,['Jižní Korea'],,,['klavír'],,,,2mLA48B366zkELXYx7hcDN,
Peha,Q1632697,True,Peha,Slovak band,hudební skupina,hudební skupina,"['pop music', 'rock']",,,1997,,1997,,,Prešov,Slovensko,,,,,,,,,
Pekař,Q30153021,True,Pekař,Czech singer,český zpěvák,člověk,,1987,,,,,,muž,Kutná Hora,Česko,['Česko'],,,['hlas'],,,,,
Pell,Q16881080,True,Pell,family name,příjmení,příjmení,,,,,,,,,,Česko,,,,,,,,,
Pentatonix,Q3374926,True,Pentatonix,American a cappella group,americká vokální skupina,hudební skupina,['A cappella'],,,2011,,2011,,,Arlington,Spojené státy americké,,,,,"['Grammy Award for Best Arrangement, Instrumental or A Cappella', 'Streamy Awards', 'YouTube Music Awards', 'YouTube Music Awards', 'Shorty Awards', 'Diamond Play Button']",,,26AHtbjWKiwYzsoGoUZq53,
Perry Como,Q333405,True,Perry Como,"American singer, actor, television personality (1912-2001)","americký zpěvák, herec a televizní osobnost italského původu (1912–2001)",člověk,['pop music'],1912,2001,1932,,,,muž,Canonsburg,Spojené státy americké,['Spojené státy americké'],,['baryton'],['hlas'],"['Peabodyho cena', 'Rytířský řád Božího hrobu jeruzalémského', 'Cena Grammy za celoživotní dílo', 'Primetime Emmy Award', 'Vyznamenání Kennedyho centra', 'Hvězda na Hollywoodském chodníku slávy']",,,5v8jlSmAQfrkTjAlpUfWtu,
Pet Shop Boys,Q485625,True,Pet Shop Boys,British synth-pop duo,britská elektronická hudební skupina,hudební duo,"['synthpop', 'nová vlna', 'house music', 'elektronická taneční hudba', 'alternative dance', 'sophisti-pop', 'art pop']",,,1982,,1981,,,Londýn,Spojené království,,,,,['BRIT Awards'],,,2ycnb8Er79LoH2AsR5ldjh,
Peter Aristone,Q15982799,True,Peter Aristone,Slovak singer,slovenský zpěvák,člověk,,1980,,,,,,muž,Bratislava,Slovensko,['Slovensko'],,,"['kytara', 'hlas']",,,,,
Peter Bič Project,Q18536373,True,Peter Bič Project,musical group,hudební skupina,hudební skupina,['pop rock'],,,2010,,,,,,Česko,,,,,['Krištáľové krídlo'],,,2byrTaX8LV9LSZcC4tAyZP,
Peter Bjorn,Q91908430,True,Peter Bjorn,Canadian sailor,,člověk,,1939,,,,,,muž,Montréal,Kanada,,,,,,,,,
Peter Cmorik,Q3509090,True,Peter Cmorik,Slovak singer,slovenský zpěvák,člověk,,1980,,,,,,muž,Rožňava,Slovensko,['Slovensko'],,,['hlas'],,,,,
Peter Nagy,Q721760,True,Peter Nagy,Slovak musician,"slovenský popový zpěvák, skladatel, textař",člověk,,1959,,1982,,,,muž,Prešov,Slovensko,['Slovensko'],,,"['kytara', 'trubka']",,,,,
Petit Biscuit,Q25094096,True,Petit Biscuit,French DJ,,člověk,"['elektronická hudba', 'deep house', 'alternative dance', 'ambientní hudba', 'downtempo', 'elektropop']",1999,,2014,,,,muž,Rouen,Francie,"['Francie', 'Maroko']",,,"['hlas', 'klavír', 'Ableton Live', 'FL Studio', 'syntezátor', 'elektrická kytara']",['International Dance Music Awards'],,,6gK1Uct5FEdaUWRWpU4Cl2,
Petite Meller,Q20742885,True,Petite Meller,French singer and model,,člověk,['pop music'],1994,,2012,,,,žena,Paříž,Francie,['Francie'],,,['hlas'],,,,,
Petr Bende,Q95393472,True,Petr Bende,Czechoslovak singer,Narozen 8.8.1977 v Újezdu u Rosic. Zpěvák.,člověk,,1977,,,,,,muž,Ivančice,Česko,['Československo'],,,,,,,,
Petr Hapka,Q1348605,True,Petr Hapka,Czech composer and singer (1944–2014),"český hudební skladatel, zpěvák a dirigent",člověk,['populární hudba'],1944,2014,,,,,muž,Praha,Česko,"['Česko', 'Československo']",,,['hlas'],,,,,
Petr Janda,Q504840,True,Petr Janda,"Czech rock singer, guitarist, band leader","český rockový zpěvák, skladatel a kytarista",člověk,['rock'],1942,,,,,,muž,Praha,Česko,['Česko'],,,,['Stříbrná medaile předsedy Senátu'],,,,
Petr Kalandra,Q3299446,True,Petr Kalandra,"Czech mouth organ player, guitarist and singer","český hráč na foukací harmoniku, kytarista a zpěvák",člověk,,1950,1995,,,,,muž,Praha,Česko,,,,,,,,,
Petr Kolář,Q12044915,True,Petr Kolář,Czech singer,český zpěvák,člověk,['pop music'],1967,,,,,,muž,České Budějovice,Česko,['Česko'],,,['hlas'],['Cena Anděl Sólový interpret roku'],,,,
Petr Kotvald,Q473120,True,Petr Kotvald,Czech singer,český zpěvák,člověk,,1959,,1976,,,,muž,Žatec,Česko,['Česko'],,['baryton'],['hlas'],['Zlatý David'],,,,
Petr Muk,Q3086091,True,Petr Muk,"Czech pop musician, composer, and performer (1965-2010)","zpěvák pop music, skladatel, kytarista, zakladatel skupin Oceán a Shalom",člověk,['pop music'],1965,2010,1989,,,,muž,České Budějovice,Česko,['Česko'],,,['hlas'],"['Český slavík', 'TýTý', 'Anděl', 'Cena Anděl Sólový interpret roku']",,,,
Petr Nekoranec,Q79127300,True,Petr Nekoranec,opera singer,český operní tenorový zpěvák,člověk,,1992,,,,,,muž,Nové Dvory,Česko,['Česko'],,['tenor'],,,,,,
Petr Novák,Q3507475,True,Petr Novák,Czech rock musician,český zpěvák,člověk,['pop music'],1945,1997,1963,,,,muž,Praha,Česko,['Česko'],,,,,,,,
Petr Poláček,Q12045008,True,Petr Poláček,Czech singer,český zpěvák,člověk,,1984,,,,,,muž,,Česko,,,,['hlas'],,,,,
Pewdiepie,Q13423853,True,PewDiePie,Swedish YouTuber (born 1989),švédský komentátor video her na Youtube,člověk,,1989,,2006,,,,muž,Göteborg,Švédsko,['Švédsko'],,,,"['Shorty Awards', 'Teen Choice Award for Choice Web Star - Gaming', 'Silver Play Button', 'Gold Play Button', 'Diamond Play Button', 'Custom Play Button', 'Red Diamond Creator Award']",,,1JOdUvDAzNy3L37rZ4Nigr,
Ph Electro,Q3359701,True,PH Electro,German disc jockey and record producer,,člověk,['electro house'],1976,,,,,,muž,Mönchengladbach,Německo,['Německo'],,,,,,,6bwJA8gugndMQxiuMsnYDV,
Pharrell Williams,Q14313,True,Pharrell Williams,"American singer, songwriter, rapper and record producer","americký zpěvák, rapper, producent a skladatel",člověk,"['hip hop', 'contemporary R&B', 'pop music', 'funk', 'pop rap', 'funk rock', 'avant-funk', 'rap rock', 'progressive rap', 'alternativní hip-hop', 'alternativní rock', 'rock']",1973,,1990,,,,muž,Virginia Beach,Spojené státy americké,['Spojené státy americké'],['Afroameričané'],['Kontratenor'],,"['Cena Grammy za nejlepší popový sólový výkon', 'Grammy Award for Best Urban Contemporary Album', 'Cena Grammy za nejlepší hudební video', 'důstojník Řádu umění a literatury', 'Hvězda na Hollywoodském chodníku slávy', 'honorary doctor of the Berklee College of Music']",,,2RdwBSPQiwcmiDo9kixcl8,
Phil Collins,Q144622,True,Phil Collins,"English drummer, singer, and songwriter","britský bubeník, zpěvák a skladatel (nar. 1951)",člověk,"['rock', 'progresivní rock', 'jazz fusion', 'funk rock', 'soft rock', 'pop rock', 'pop music']",1951,,1968,,,,muž,Londýn,Spojené království,['Spojené království'],,['tenor'],"['bicí souprava', 'bicí nástroje', 'klavír', 'trubka', 'basová kytara', 'hlas', 'dudy', 'kytara']","['MusiCares Person of the Year', 'Silver Clef Award', 'Disney Legends', 'Johnny Mercer Award', 'Královský řád Viktoriin', 'German Radio Award', 'Hvězda na Hollywoodském chodníku slávy']",,,4lxfqrEsLX6N1N4OCSkILp,
Philip George,Q18713875,True,Philip George,British DJ,,člověk,['deep house'],1993,,2014,,,,muž,Nottingham,Spojené království,['Spojené království'],,,,,,,,
Phoebe Ryan,Q24450730,True,Phoebe Ryan,American singer and songwriter,,člověk,"['pop music', 'indie pop', 'elektropop', 'Tecno']",1990,,2013,,,,žena,Texas,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,4N874uPqBka1QiCvnCVOtr,
Pia Mia,Q11887896,True,Pia Mia,American singer,americká zpěvačka,člověk,['pop music'],1996,,2009,,,,žena,Guam,Spojené státy americké,['Spojené státy americké'],,,"['klavír', 'hlas']",,,,1BhWF9W2PngtPSyobKg0rP,
Picture This,Q1510089,True,Picture This,2008 film directed by Stephen Herek,,televizní film,['romantická komedie'],,,,,,,,,Česko,,,,,,,,,
Pil C,Q23712816,True,Pil C,Slovak rapper,slovenský rapper,člověk,,1986,,,,,,muž,Partizánske,Slovensko,['Slovensko'],,,['hlas'],,,,2U1l35agymGrBDFeMIxVLG,
Pink Angels,Q4641046,True,Pink Angels,Czech girl band,česká dívčí hudební skupina,hudební skupina,,,,2007,,,,,,Česko,,,,,,,,,
Pink Floyd,Q2306,True,Pink Floyd,English rock band,britská hudební skupina,rocková hudební skupina,"['progresivní rock', 'psychedelický rock', 'art rock', 'space rock', 'blues rock', 'experimentální rock', 'acid rock', 'proto-prog']",,,1965,,1964,,,Londýn,Spojené království,,,,,"['Cena Grammy za nejlepší rockový instrumentální výkon', 'Síň slávy Grammy', 'Síň slávy Grammy', 'Rock and Roll Hall of Fame', 'Polar Music Prize']",,,0k17h0D3J5VfsdmQ1iZtE9,
Pinkpantheress,Q107570416,True,PinkPantheress,English singer and songwriter,,člověk,"['pop music', 'bedroom pop', 'taneční hudba', 'alternative pop', 'drum and bass', '2-step garage', 'jungle', 'hyperpop']",2001,,2020,,,,žena,Bath,Spojené království,['Spojené království'],,,,,,,78rUTD7y6Cy67W1RVzYs7t,
Pirates,Q653772,True,Pittsburgh Pirates,"baseball team and Major League Baseball franchise in Pittsburgh, Pennsylvania, United States",,baseballový tým,,,,,,1887,,,,Česko,,,,,,,,,
Pitbull,Q187844,True,Pitbull,American rapper and singer,kubánsko-americký rapper,člověk,"['hip hop', 'Latin hip hop', 'reggaeton', 'pop rap', 'pop music', 'Crunk', 'dance-pop', 'Latin pop', 'electro house', 'hip house', 'Southern hip hop', 'dirty south', 'house music']",1981,,2001,,,,muž,Miami,Spojené státy americké,['Spojené státy americké'],['Cuban American'],,['hlas'],"['Grammy Award for Best Latin Rock or Alternative Album', 'Latin Grammy Award for Best Urban Fusion/Performance', 'Hvězda na Hollywoodském chodníku slávy']",,,0TnOYISbd1XYRBk9myaseg,
Pixie Lott,Q207177,True,Pixie Lott,"British singer, songwriter, actress",,člověk,['pop music'],1991,,2006,,,,žena,Londýn,Spojené království,['Spojené království'],,['mezzosoprán'],"['klavír', 'hlas']",,,,3EBRANWwnViQuBrImN61Z1,
Placebo,Q484839,True,Placebo,English alternative rock band,britská hudební skupina,hudební skupina,"['alternativní rock', 'indie rock', 'synth rock', 'Britpop']",,,1994,,1994,,,Londýn,Spojené království,,,,,,,,6RZUqkomCmb8zCRqc9eznB,
Plain White T´S,Q169316,True,Plain White T's,American band,americká hudební skupina,hudební skupina,['punk rock'],,,1997,,1997,,,Chicago,Spojené státy americké,,,,,,,,1g1yxsNVPhMUl9GrMjEb2o,
Pnau,Q2761963,True,Pnau,Australian dance music trio,,hudební skupina,"['elektronická taneční hudba', 'elektronická hudba']",,,1996,,,,,Sydney,Austrálie,,,,,,,,6n28c9qs9hNGriNa72b26u,
Poetika,Q101405525,True,,,česká hudební skupina,hudební skupina,,,,,,,,,,Česko,,,,,,,,,
Pokáč,Q55172176,True,Pokáč,Czech singer,český písničkář,člověk,,1990,,2009,,,,muž,Praha,Česko,['Česko'],,,['hlas'],,,,,
Polarkreis 18,Q695121,True,Polarkreis 18,German band,,hudební skupina,['pop music'],,,1998,,1998,,,Drážďany,Německo,,,,,,,,,
Polo G,Q62953486,True,Polo G,American rapper,"americký rapper, zpěvák a textař",člověk,,1999,,2017,,,,muž,Chicago,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,6AgTAQt8XS6jRWi4sX7w49,
Poo Bear,Q21572847,True,Poo Bear,American songwriter and singer,"americký hudebník, zpěvák, hudební skladatel a producent",člověk,['pop music'],1978,,2001,,,,muž,Connecticut,Spojené státy americké,['Spojené státy americké'],,,,,,,3JXpwnHbLvXxY99EuXqFPX,
Pop Smoke,Q81698554,True,Pop Smoke,American rapper (1999–2020),,člověk,"['rap', 'Brooklyn drill']",1999,2020,2018,2021,,,muž,Canarsie,Spojené státy americké,['Spojené státy americké'],"['Panamanian American', 'Američané jamajského původu']",,['hlas'],,,,0eDvMgVFoNV3TpwtrVCoTj,
Portless,Q80590485,True,Portless endoscopic adrenalectomy via a single minimal incision using a retroperitoneal approach: experience with initial 30 cases,scientific article published on 01 September 2004,vědecký článek,vědecký článek,,,,,,,,,,Česko,,,,,,,,,
Portugal. The Man,Q606879,True,Portugal. The Man,American rock band,americká rocková skupina z Portlandu,hudební skupina,['pop music'],,,2004,,2004,,,Wasilla,Spojené státy americké,,,,,,,,4kI8Ie27vjvonwaB2ePh8T,
Post Malone,Q21621919,True,Post Malone,"American rapper, singer, and songwriter","americký zpěvák, rapper a kytarista",člověk,"['hip hop', 'pop rap', 'pop music', 'contemporary R&B', 'trap', 'rap rock', 'cloud rap', 'Country rap', 'grunge']",1995,,2013,,,,muž,Syracuse,Spojené státy americké,['Spojené státy americké'],,['baryton'],"['hlas', 'kytara']",['Favorite Pop/Rock Male Artist'],,,246dkjvS1zLTtiykXe5h60,
Powfu,Q89069821,True,Powfu,Canadian rapper and singer,kanadský rapper a zpěvák,člověk,,1999,,2018,,,,muž,Vancouver,Kanada,['Kanada'],,,['hlas'],,,,6bmlMHgSheBauioMgKv2tn,
Prago Union,Q3502494,True,Prago Union,Czech band,hudební skupina,hudební skupina,['hip hop'],,,,,,,,,Česko,,,,,['Ceny Anděl 2010'],,,,
Prezioso,Q37555394,True,Prezioso,family name,příjmení,příjmení,,,,,,,,,,Česko,,,,,,,,,
Priessnitz,Q1571044,True,Priessnitz,band,kapela,hudební skupina,['rock'],,,1990,,1989,,,,Česko,,,,,,,,,
Prince,Q2747456,True,prince,"son of a prince, king, queen, emperor or empress, or other high-ranking person (such as a grand duke)","titul potomka prince/princezny, knížete/kněžny, (velko)vévody/vévodkyně, krále/královny či císaře/císařovny",šlechtický titul,,,,,,,,,,Česko,,,,,,,,,
Prince Royce,Q2636976,True,Prince Royce,American singer,americký zpěvák,člověk,"['bachata', 'reggaeton', 'pop music', 'rhythm and blues']",1989,,2008,,,,muž,Bronx,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,3MHaV05u0io8fQbZ2XPtlC,
Priory,Q2750108,True,priory,religious houses that rank immediately below abbeys and are presided over by a prior or prioress,klášter vedený převorem,ecclesiastical district,,,,,,,,,,Česko,,,,,,,,,
Prodigy,Q522739,True,Prodigy,American rapper from New York (1974–2017),,člověk,"['East Coast hip hop', 'Gangsta rap', 'hardcore hip hop', 'hip hop']",1974,2017,1991,2017,,,muž,Long Island,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,,
Professor Green,Q384655,True,Professor Green,English rapper and singer-songwriter,britský rapper,člověk,"['hip hop', 'UK Garage', 'rap rock']",1983,,2005,,,,muž,Hackney,Spojené království,['Spojené království'],,,['hlas'],,,,0oJM3iJjMdzgsd4z5VHQvw,
Progres 2,Q3502525,True,Progres 2,Czech progressive rock band,česká rocková skupina,hudební skupina,"['rock', 'progresivní rock']",,,1968,,1968,,,,Česko,,,,,,,,,
Psh,Q2786669,True,Peneři strýčka Homeboye,česká rapová skupina pôsobiaca od polovice deväťdesiatych rokov 20. storočia,česká rapová skupina působící od poloviny devadesátých let 20. století,hudební skupina,"['rap', 'hip hop']",,,,,1993,,,Praha,Česko,,,,,,,,,
Psy,Q622871,True,psychedelic trance,subgenre of trance music,žánr elektronické hudby,hudební žánr,,,,,,1992,,,,Česko,,,,,,,,,
Public,Q211198,True,audience,group of people who participate in a show or encounter a work of art,,,,,,,,,,,,,,,,,,,,,
Purple Disco Machine,Q61746813,True,Purple Disco Machine,German DJ and record producer,,člověk,,1980,,2012,,,,muž,Drážďany,Německo,['Německo'],,,,,,,,
Pussycat Dolls,Q102385,True,The Pussycat Dolls,American girl group and dance ensemble,hudební skupina,hudební skupina,"['dance-pop', 'contemporary R&B', 'pop music']",,,2003,,2003,,,Los Angeles,Spojené státy americké,,,,,"['Mnet Asian Music Award for Best International Artist', 'MTV Video Music Award for Best Dance Video', 'MTV Video Music Award for Best Dance Video']",,,6wPhSqRtPu1UhRCDX5yaDJ,
Quavo,Q30072039,True,Quavo,American rapper,,člověk,"['hip hop', 'trap']",1991,,2008,,,,muž,Athens,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,0VRj0yCOv2FXJNP47XQnx5,
Queen,Q15862,True,Queen,British rock band,britská rocková skupina,rocková hudební skupina,"['progresivní rock', 'glam rock', 'hard rock', 'rock', 'art rock', 'pop rock', 'klasický heavy metal', 'heavy metal']",,,1970,,1970,,,Londýn,Spojené království,,,,,"['Rock and Roll Hall of Fame', 'Songwriters Hall of Fame', 'Cena Grammy za celoživotní dílo', 'Hvězda na Hollywoodském chodníku slávy']",,,1dfeR4HaWDbWqFHLkxsg1d,
R. City,Q7201184,True,R. City,American hip hop group,americké hudební duo,hudební duo,,,,2003,,,,,Svatý Tomáš,Spojené státy americké,,,,,,,,4TH4BHy0LdBi3dpBW4P2UX,
R.E.M.,Q134969,True,R.E.M.,American rock band (1980–2011),americká hudební skupina,rocková hudební skupina,"['alternativní rock', 'college rock', 'Jangle pop', 'folk rock']",,,1980,2011,1980,+2011-09-21T00:00:00Z,,Athens,Spojené státy americké,,,,,"['Rock and Roll Hall of Fame', 'Georgia Music Hall of Fame', 'Grammy Award for Best Pop Performance by a Duo or Group with Vocals']",,,4KWTAlx2RvbpseOGMEmROg,
R.I.O.,Q690183,True,R.I.O.,German dance duo (formerly trio),,hudební skupina,['synthpop'],,,2007,,2007,,,,Česko,,,,,,,,0Ol3Jol2T3lZZVLNNzWPhj,
R3Hab,Q3414998,True,R3HAB,Dutch-Moroccan DJ and record producer,Hudební producent,člověk,"['electro house', 'elektronická taneční hudba', 'hardstyle', 'house music', 'big room house']",1986,,2007,,,,muž,'s-Hertogenbosch,Nizozemsko,['Nizozemské království'],,,,,,,6cEuCEZu7PAE9ZSzLLc2oQ,
Rachel Platten,Q7279360,True,Rachel Platten,American singer and songwriter,,člověk,['pop music'],1981,,2003,,,,žena,New York,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,3QLIkT4rD2FMusaqmkepbq,
Radim Hladík,Q3566227,True,Radim Hladík,Czech guitarist,český kytarista,člověk,['rock'],1946,2016,1964,,,,muž,Praha,Česko,"['Československo', 'Česko']",,,['kytara'],['Čestné občanství Prahy 2'],,,,
Radio Killer,Q4047956,True,Radio Killer,Romanian dance music group,,ansámbl,['elektronická taneční hudba'],,,2009,,2009,,,Bukurešť,Rumunsko,,,,,,,,,
Radiohead,Q44190,True,Radiohead,English rock band,britská hudební skupina,hudební skupina,"['alternativní rock', 'Britpop', 'experimentální rock', 'neo-progressive rock', 'synth rock', 'art rock', 'chamber pop', 'art pop']",,,1985,,1985,,,Abingdon-on-Thames,Spojené království,,,,,['Cena Grammy za nejlepší album alternativní hudby'],,,4Z8W4fKeB5YxbusRsdQVPb,
Radůza,Q9302686,True,Radůza,Czech singer-songwriter and musician,"česká zpěvačka, šansoniérka, hudební skladatelka a kytaristka",člověk,,1973,,1994,,,,žena,Praha,Česko,['Česko'],,,['akordeon'],['Cena Anděl Sólová interpretka roku'],,,,
Rae Sremmurd,Q18123226,True,Rae Sremmurd,American hip hop duo,,hudební duo,['hip hop'],,,2013,,2008,,,Tupelo,Spojené státy americké,,,,,,,,7iZtZyCzp3LItcw1wtPI3D,
Raego,Q15124211,True,Raego,Czech singer,český zpěvák,člověk,,1988,,,,,,muž,Kladno,Česko,['Česko'],,,['hlas'],,,,,
Rag 'N' Bone Man,Q26834366,True,Rag'n'Bone Man,British blues and soul singer,anglický zpěvák,člověk,"['soul', 'blues']",1985,,2010,,,,muž,Uckfield,Spojené království,['Spojené království'],,['tenor'],['hlas'],,,,4f9iBmdUOhQWeP7dcAn1pf,
Rammstein,Q25177,True,Rammstein,German rock band,německá metalová skupina,hudební skupina,"['Neue Deutsche Härte', 'industriální metal', 'shock rock']",,,1994,,1994,,,Berlín,Německo,,,,,"['MTV Europe Music Award', 'Cena za popovou kulturu', 'Echo Pop za nejlepší živou akci', 'Echo Pop za nejlepší německý videoklip']",,,6wWVKhxIU2cEi0K81v7HvP,
Rangers,Q3508537,True,Rangers,Czech pop/rock band,česká hudební skupina,hudební skupina,,,,,,,,,,Česko,,,,,,,,,
Rasmus,Q485679,True,The Rasmus,Finnish rock band,Finská alternativně rocková hudební skupina,rocková hudební skupina,"['alternativní rock', 'gothic rock', 'soft rock', 'pop rock']",,,1994,,1994,,,Helsinky,Finsko,,,,,['Emma Award for Best Band of the Year'],,,76ptJV8617638xrpeoUtzl,
Rat City,Q89699194,True,Rat City,music band,,hudební skupina,"['pop music', 'elektronická hudba']",,,2016,,2016,,,,,,,,,,,,6VSMAVF00xwG8Adoqnbqy6,
Ray Dalton,Q13426816,True,Ray Dalton,American singer,americký zpěvák,člověk,"['hip hop', 'pop music', 'contemporary R&B', 'gospel']",1991,,2011,,,,muž,Seattle,Spojené státy americké,['Spojené státy americké'],,,['hlas'],"['Nejlepší hiphopový videoklip', 'MTV Video Music Award for Best Cinematography']",,,4e0nWw2r4BoQSKPQ2zpU13,
Raye,Q28071144,True,Raye,British singer and songwriter,britská R&B zpěvačka a skladatelka,člověk,['contemporary R&B'],1997,,2014,,,,žena,Tooting,Spojené království,['Spojené království'],,['mezzosoprán'],['hlas'],,,,5KKpBU5eC2tJDzf0wmlRp2,
Razorlight,Q913779,True,Razorlight,English rock band,hudební skupina,hudební skupina,['indie rock'],,,2002,,2002,,,Londýn,Spojené království,,,,,,,,450iujbtN6XgiA9pv6fVZz,
Rea Garvey,Q319429,True,Rea Garvey,"Irish singer, songwriter, record producer and guitarist","irský zpěvák, textař a kytarista",člověk,['rock'],1973,,1999,,,,muž,Tralee,Irsko,['Irsko'],,,"['kytara', 'hlas']",,,,0bmxU94V20pNJ2Vie9kFYv,
Ready Kirken,Q7238093,True,Ready Kirken,musical group from the Czech Republic,česká hudební skupina,hudební skupina,,,,,,,,,,Česko,,,,,,,,,
Reamonn,Q101592,True,Reamonn,German rock band,hudební skupina,rocková hudební skupina,"['alternativní rock', 'pop rock', 'soft rock', 'rock']",,,1999,,1999,,,Freiburg im Breisgau,Německo,,,,,,,,4VH2QabEORUUhN1F1cYQ6N,
Rebels,Q12049012,True,Rebels,band,hudební skupina,hudební skupina,,,,,,,,,,,,,,,,,,,
Red Hot Chili Peppers,Q10708,True,Red Hot Chili Peppers,American musical group; rock band,americká funk-rocková kapela,hudební skupina,"['alternativní rock', 'funk rock', 'jazz fusion', 'klasický rock', 'rock', 'punk rock', 'polka', 'psychedelický rock', 'jazz-funk', 'heavy metal', 'ska', 'funk metal', 'hard rock', 'reggae', 'rap rock', 'alternativní metal', 'metalcore', 'post-hardcore']",,,1982,,1982,,,Los Angeles,Spojené státy americké,,,,,"['MTV Video Music Award – Breakthrough Video', 'Grammy Award for Best Hard Rock Performance', ""MTV Video Music Award – Viewer's Choice"", 'Cena MTV za nejlepší uměleckou režii', 'MTV Video Music Award for Best Artist Website', 'MTV Video Vanguard Award', 'American Music Award for Favorite Alternative Rock Artist', 'MTV Europe Music Award za nejlepší Rock', 'MTV Video Music Award for Best Direction', 'Cena MTV za nejlepší uměleckou režii', 'MTV Europe Music Award za nejlepší Rock', 'MTV Europe Music Award za nejlepší LIVE', 'MTV Europe Music Award for Best Album', 'Cena Grammy za nejlepší rockové roku', 'American Music Award for Favorite Pop/Rock Band/Duo/Group', 'Cena MTV za nejlepší uměleckou režii', 'Grammy Award for Best Rock Performance by a Duo or Group with Vocal', 'American Music Award for Favorite Alternative Rock Artist', 'MOJO Awards']",,,0L8ExT028jH3ddEcZwqJJ5,
Redfoo,Q2938630,True,Redfoo,American musician,americký rapper,člověk,"['hip hop', 'pop music', 'elektropop']",1975,,1994,,,,muž,Los Angeles,Spojené státy americké,['Spojené státy americké'],,,"['hlas', 'klavír', 'keytar']",,,,,
Redl,Q7939029,True,Vlasta Redl,Czech composer and singer,český hudební skladatel a zpěvák,člověk,"['lidová hudba', 'folk', 'folk rock']",1959,,1984,,,,muž,Nový Jičín,Česko,['Česko'],,,,,,,,
Regard,Q70912825,True,Regard,Kosovo-Albanian DJ and record producer,,člověk,['deep house'],1993,,2008,,,,muž,Uroševac,Kosovo,['Kosovo'],,,,,,,4ofCBoyEiGSePFAG500xev,
Rema,Q65071082,True,Rema,Nigerian singer-songwriter and rapper,,člověk,['Afrobeat'],2000,,2015,,,,muž,Benin City,Nigérie,['Nigérie'],,,['hlas'],,,,46pWGuE3dSwY3bMMXGBvVS,
Remady,Q503925,True,Remady,Swiss music producer,,člověk,['house music'],1977,,1998,,,,muž,Curych,Švýcarsko,['Švýcarsko'],,,,,,,3JxNeLgMuJI0DEmDt9dLzc,
Rembrandts,Q352864,True,Pieter Lastman,Dutch painter,,člověk,['krajinomalba'],1583,1633,,,,,muž,Amsterdam,Nizozemsko,['Nizozemsko'],,,,,,,,
Remme,Q36991563,True,Remme,family name,příjmení,příjmení,,,,,,,,,,Česko,,,,,,,,,
Ren,Q7386141,True,Ren,Chinese family name (任),příjmení (任),příjmení,,,,,,,,,,Česko,,,,,,,,,
Rene La Taupe,Q1911104,True,René la Taupe,fictional character,,fiktivní hlodavec,,,,,,,,muž,,Česko,['Francie'],,,,,,,,
Renforshort,Q95357867,True,Renforshort,Canadian singer and songwriter,,člověk,,2002,,2016,,,,žena,,,,,,,,,,3GYvf7puxwkr51EYoD9E7D,
Renne Dang,Q29582910,True,Renne Dang,Czech rapper,český rapper,člověk,"['rap', 'pop music', 'hip hop']",1995,,,,,,muž,Rychnov nad Kněžnou,Česko,['Česko'],,,['hlas'],,,,,
Rest,Q12049263,True,Rest,Czech rapper,český rapper,člověk,,1986,,,,,,muž,Trenčín,Slovensko,,,,['hlas'],,,,,
Ricchi E Poveri,Q541385,True,Ricchi e Poveri,Italian band,italská popová skupina,hudební skupina,"['populární hudba', 'disco', 'pop rock']",,,1967,,1967,,,Janov,Itálie,,,,,['Festival Sanremo'],,,,
Rich The Kid,Q18637908,True,Rich The Kid,American rapper,,člověk,"['hip hop', 'trap']",1992,,2010,,,,muž,Queens,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,1pPmIToKXyGdsCF6LmqLmI,
Richard Müller,Q1373537,True,Richard Müller,Slovak singer and songwriter,"slovenský hudební skladatel, textař a zpěvák",člověk,['pop rock'],1961,,1984,,,,muž,Hlohovec,Slovensko,['Slovensko'],,['baryton'],['hlas'],,,,2jldyAonkBDiBG0cNtLgZz,
