interpret_hlavni,id,stazeno,nazev_wiki,popis_en,popis_cs,velikost,zanry,datum_narozeni,datum_umrti,zacatek_pusobeni,konec_pusobeni,zalozeni,zanik,gender,misto_puvodu,zeme_puvodu,obcanstvi,etnicita,hlas,nastroje,oceneni,nabozenstvi,orientace,spotify_id,spotify_odberatele
Metallica,Q15920,True,Metallica,American heavy metal band,americká metalová skupina,heavy metal band,"['thrash metal', 'heavy metal']",,,+1981-00-00T00:00:00Z,,+1981-10-28T00:00:00Z,,,Los Angeles,Spojené státy americké,,,,,"['Rock and Roll Hall of Fame', 'Cena Grammy za nejlepší metalové vystoupení']",,,2ye2Wgw4gimLv2eAKyk1NB,
Tinie Tempah,Q46321,True,Tinie Tempah,English rapper,,člověk,"['Grime', 'UK rap', 'dubstep', 'electro hop', 'drum and bass', 'Rave']",+1988-11-07T00:00:00Z,,+2005-00-00T00:00:00Z,,,,muž,Plumstead,Spojené království,['Spojené království'],,,"['klávesový nástroj', 'hlas']",['Brit Award for British Breakthrough Act'],,,0Tob4H0FLtEONHU1MjpUEp,
Owl City,Q207938,True,Owl City,American electronic musical project by Adam Young,,hudební skupina,['synthpop'],,,+2007-00-00T00:00:00Z,,+2007-00-00T00:00:00Z,,,Owatonna,Spojené státy americké,,,,,['The Record of the Year'],,,07QEuhtrNmmZ0zEcqE9SF6,
Meghan Trainor,Q17403494,True,Meghan Trainor,American singer-songwriter (born 1993),americká písničkářka,člověk,"['pop music', 'contemporary R&B', 'dance-pop', 'soul']",+1993-12-22T00:00:00Z,,+2008-00-00T00:00:00Z,,,,žena,Nantucket,Spojené státy americké,['Spojené státy americké'],,,['klavír'],"['Cena Grammy pro nejlepšího nového umělce', 'Billboard Women in Music', 'Billboard Music Award for Top Hot 100 Song', ""People's Choice Awards"", 'Radio Disney Music Award for Best Song That Makes You Smile']",,,6JL8zeS1NmiOftqZTRgdTz,
Marshmello,Q26334949,True,Marshmello,American music producer and DJ,americký DJ,člověk,"['future bass', 'trap', 'progressive house', 'electro house', 'elektronická hudba']",+1992-05-19T00:00:00Z,,+2013-00-00T00:00:00Z,,,,muž,Filadelfie,Spojené státy americké,['Spojené státy americké'],,,"['digital audio workstation', 'syntezátor', 'kytara']","['MTV Europe Music Award za nejlepší elektroniku', 'International Dance Music Awards', 'Diamond Play Button']",,,64KEffDW9EtZ1y2vBYgq8T,
Richard Müller,Q1373537,True,Richard Müller,Slovak singer and songwriter,"slovenský hudební skladatel, textař a zpěvák",člověk,['pop rock'],+1961-09-06T00:00:00Z,,+1984-00-00T00:00:00Z,,,,muž,Hlohovec,Slovensko,['Slovensko'],,['baryton'],['hlas'],,,,2jldyAonkBDiBG0cNtLgZz,
Jakub Ondra,Q60759671,True,Jakub Ondra,Czech singer and songwriter,český zpěvák a písničkář,člověk,,+1994-09-07T00:00:00Z,,,,,,muž,Praha,Česko,['Česko'],,,"['kytara', 'hlas']",,,,095rkrKPoBCAPVpDeDLvch,
Akon,Q32849,True,Akon,"Senegalese American singer, songwriter, record producer, and entrepreneur",senegalsko-americký zpěvák R&B,člověk,"['contemporary R&B', 'hip hop', 'dancehall', 'pop music', 'reggae']",+1973-04-16T00:00:00Z,,+1996-00-00T00:00:00Z,,,,muž,St. Louis,Spojené státy americké,"['Spojené státy americké', 'Senegal']",,,"['hlas', 'klávesový nástroj', 'syntezátor', 'bicí souprava']",,['muslim'],,0z4gvV4rjIZ9wHck67ucSV,
Travis Scott,Q13605596,True,Travis Scott,"American rapper, singer and record producer (born 1991)",americký rapper a producent,člověk,"['hip hop', 'trap', 'alternativní hip-hop', 'alternativní R&B']",+1991-04-30T00:00:00Z,,+2008-00-00T00:00:00Z,,,,muž,Houston,Spojené státy americké,['Spojené státy americké'],,,"['hlas', 'bicí automat', 'klaviatura', 'syntezátor', 'sampler']","['Latin Grammy Award for Best Short Form Music Video', 'Nejlepší hiphopový videoklip']",,,0Y5tJX1MQlPlqiwlOH1tJY,
Zaz,Q167850,True,Zaz,French singer; recording artist,francouzská zpěvačka,člověk,"['šanson', 'pop music', 'folk', 'jazz', 'Gypsy jazz']",+1980-05-01T00:00:00Z,,+2001-00-00T00:00:00Z,,,,žena,Tours,Francie,['Francie'],,,"['hlas', 'akustická kytara']",['European Border Breakers Award'],,,1mbgj8ERPs8lWi7t5cYrdy,
Mando Diao,Q478814,True,Mando Diao,Swedish musical group; rock band from Borlänge,alternativní rocková skupina,hudební skupina,['alternativní rock'],,,+1995-00-00T00:00:00Z,,+1999-00-00T00:00:00Z,,,Borlänge,Švédsko,,,,,['Musikexportpriset'],,,5I4eibDkC7gg0hmczTZuND,
Jay-Z,Q62766,True,Jay-Z,American rapper and businessman (born 1969),"americký reper, hudební producent a podnikatel",člověk,"['hip hop', 'East Coast hip hop', 'Gangsta rap', 'hardcore hip hop', 'mafioso rap']",+1969-12-04T00:00:00Z,,+1996-00-00T00:00:00Z,,,,muž,Brooklyn,Spojené státy americké,['Spojené státy americké'],,,['hlas'],"['Cena Grammy za nejlepší R&B výkon', 'Grammy cena pro nejlepší R&B píseň', 'Grammy Award for Best Rap/Sung Collaboration', 'Cena Grammy za nejlepší rapový počin']",,,3nFkdlSjzX9mRTtwJOzDYB,
Tove Lo,Q15948790,True,Tove Lo,Swedish singer,švédská zpěvačka a skladatelka,člověk,"['pop music', 'indie pop', 'synthpop', 'elektropop']",+1987-10-29T00:00:00Z,,+2006-00-00T00:00:00Z,,,,žena,Viken church parish,Švédsko,['Švédsko'],,['soprán'],"['klavír', 'bicí nástroje', 'hlas']","['Platinová kytara', 'Grammis pro umělce roku', 'Musikexportpriset']",,,4NHQUGzhtTLFvgF5SZesLK,
Olly Murs,Q552770,True,Olly Murs,British singer,,člověk,['pop music'],+1984-05-14T00:00:00Z,,+2009-00-00T00:00:00Z,,,,muž,Witham,Spojené království,['Spojené království'],,,"['kytara', 'hlas']",,,,3whuHq0yGx60atvA2RCVRW,
Route 94,Q15920231,True,Route 94,British DJ and producer,,člověk,"['deep house', 'tech house', 'dubstep']",+1993-05-21T00:00:00Z,,+2010-00-00T00:00:00Z,,,,muž,Richmond,Spojené království,['Spojené království'],,,,,,,1dgdvbogmctybPrGEcnYf6,
Pharrell Williams,Q14313,True,Pharrell Williams,"American singer, rapper, producer and songwriter (born 1973)","americký zpěvák, rapper, producent a skladatel",člověk,"['hip hop', 'contemporary R&B', 'funk', 'pop music']",+1973-04-05T00:00:00Z,,+1990-00-00T00:00:00Z,,,,muž,Virginia Beach,Spojené státy americké,['Spojené státy americké'],['Afroameričané'],['Kontratenor'],"['hlas', 'bicí souprava', 'kytara', 'klávesový nástroj']","['Cena Grammy za nejlepší popový sólový výkon', 'Grammy Award for Best Urban Contemporary Album', 'Cena Grammy za nejlepší hudební video', 'důstojník Řádu umění a literatury', 'Hvězda na Hollywoodském chodníku slávy', 'honorary doctor of the Berklee College of Music']",,,2RdwBSPQiwcmiDo9kixcl8,
David Stypka,Q26677234,True,David Stypka,Czech singer,český zpěvák,člověk,"['jazz rock', 'pop rock']",+1979-07-21T00:00:00Z,+2021-01-10T00:00:00Z,+1995-00-00T00:00:00Z,,,,muž,Dobrá,Česko,['Česko'],,,"['hlas', 'kytara']","['Cena Anděl Sólový interpret roku', 'Cena Anděl Sólový interpret roku']",,,,
Ph Electro,Q3359701,True,PH Electro,German disc jockey and record producer,,člověk,['electro house'],+1976-06-15T00:00:00Z,,,,,,muž,Mönchengladbach,Německo,['Německo'],,,,,,,6bwJA8gugndMQxiuMsnYDV,
Riton,Q7336776,True,Riton,British DJ and music producer,,člověk,['elektronická hudba'],+1978-09-13T00:00:00Z,,+2001-00-00T00:00:00Z,,,,muž,Newcastle upon Tyne,Spojené království,['Spojené království'],,,,,,,7i9j813KFoSBMldGqlh2Z1,
Paul Mccartney,Q2599,True,Paul McCartney,"British rock musician, former member of The Beatles and Wings","anglický hudebník, zpěvák a skladatel, zakládající člen The Beatles",člověk,"['rock', 'art rock', 'psychedelický rock', 'pop rock', 'klasická hudba', 'beat', 'rock and roll']",+1942-06-18T00:00:00Z,,+1957-00-00T00:00:00Z,,,,muž,Walton Hospital,Spojené království,['Spojené království'],,['tenor'],"['basová kytara', 'kytara', 'klavír', 'mandolína', 'ukulele', 'kontrabas', 'zobcová flétna', 'melodika', 'violoncello', 'housle', 'sitár', 'trubka', 'klávesový nástroj', 'bicí nástroje']","['člen Řádu britského impéria', 'Cena Grammy za celoživotní dílo', 'MusiCares Person of the Year', 'Grammy Award for Best Historical Album', 'Rock and Roll Hall of Fame', 'Oscar za nejlepší hudbu', 'Genesis Award', 'Silver Clef Award', 'Vyznamenání Kennedyho centra', 'Knight Bachelor', 'Polar Music Prize', 'Gershwinova cena', 'Wolfova cena za umění', 'velkokříž Řádu peruánského slunce', 'společník Americké akademie umění a věd', 'Řád společníků cti', 'Řád za zásluhy o vzdělání a kulturu Gabriely Mistral', 'důstojník Řádu čestné legie', 'honorary doctor of the Yale University', 'Hvězda na Hollywoodském chodníku slávy', 'Řád peruánského slunce', 'Řád britského impéria', 'Řád společníků cti', 'Premios Oye!']",['deismus'],,4STHEaNw4mPZ2tzheohgXB,
Nerieš,Q108538504,True,Nerieš,Slovak musical duo,,hudební duo,,,,+2011-00-00T00:00:00Z,,,,,Pezinok,Slovensko,,,,,,,,,
Rag 'N' Bone Man,Q26834366,True,Rag'n'Bone Man,British blues and soul singer,,člověk,"['soul', 'blues']",+1985-01-29T00:00:00Z,,+2010-00-00T00:00:00Z,,,,muž,Uckfield,Spojené království,['Spojené království'],,['tenor'],['hlas'],,,,4f9iBmdUOhQWeP7dcAn1pf,
R3Hab,Q3414998,True,R3HAB,Dutch-Moroccan DJ and record producer,Hudební producent,člověk,"['electro house', 'elektronická taneční hudba', 'hardstyle', 'house music', 'big room house']",+1986-04-02T00:00:00Z,,+2007-00-00T00:00:00Z,,,,muž,'s-Hertogenbosch,Nizozemsko,['Nizozemské království'],,,,,,,6cEuCEZu7PAE9ZSzLLc2oQ,
Pussycat Dolls,Q102385,True,The Pussycat Dolls,American girl group and dance ensemble,hudební skupina,hudební skupina,"['dance-pop', 'contemporary R&B', 'pop music']",,,+2003-00-00T00:00:00Z,,+2003-00-00T00:00:00Z,,,Los Angeles,Spojené státy americké,,,,,"['Mnet Asian Music Award for Best International Artist', 'MTV Video Music Award for Best Dance Video', 'MTV Video Music Award for Best Dance Video']",,,6wPhSqRtPu1UhRCDX5yaDJ,
Ofenbach,Q29380907,True,Ofenbach,French house music duo,,hudební skupina,['elektropop'],,,+2014-00-00T00:00:00Z,,+2014-00-00T00:00:00Z,,,Paříž,Francie,,,,,,,,4AKwRarlmsUlLjIwt38NLw,
Elán,Q222107,True,Elán,Slovak pop rock band,slovenská pop-rocková hudební skupina,hudební skupina,"['pop rock', 'rock']",,,+1969-00-00T00:00:00Z,,,,,,,,,,,,,,,
Dean Lewis,Q29905254,True,Dean Lewis,Australian singer-songwriter,,člověk,['pop music'],+1987-10-21T00:00:00Z,,+2016-00-00T00:00:00Z,,,,muž,Sydney,Austrálie,['Austrálie'],,,,,,,3QSQFmccmX81fWCUSPTS7y,
Daddy Yankee,Q272591,True,Daddy Yankee,Puerto Rican singer,hudebník,člověk,"['Latin trap', 'reggaeton']",+1977-02-03T00:00:00Z,,+1990-00-00T00:00:00Z,+2022-00-00T00:00:00Z,,,muž,San Juan,Spojené státy americké,['Spojené státy americké'],,,['hlas'],"['Cena Latin Grammy za nahrávku roku', 'Cena Latin Grammy za píseň roku', 'Latin Grammy Award for Best Urban Fusion/Performance', 'Latin Grammy Award for Best Urban Song', 'Latin Grammy Award for Best Urban Music Album', 'Billboard Latin Music Hall of Fame', 'Billboard Spirit of Hope Award']",,,4VMYDCV2IEDYJArk749S6m,
Dj Antoine,Q667014,True,DJ Antoine,Swiss record producer and DJ,,člověk,['electro house'],+1975-06-23T00:00:00Z,,+1998-00-00T00:00:00Z,,,,muž,Sissach,Švýcarsko,['Švýcarsko'],,,,['Swiss Music Awards'],['katolická církev'],,6yTYR09WCvsgdnurDW4WQo,
Radůza,Q9302686,True,Radůza,Czech singer-songwriter and musician,"česká zpěvačka, šansoniérka, hudební skladatelka a kytaristka",člověk,,+1973-03-16T00:00:00Z,,+1994-00-00T00:00:00Z,,,,žena,Praha,Česko,['Česko'],,,['akordeon'],['Cena Anděl Sólová interpretka roku'],,,,
Professor Green,Q384655,True,Professor Green,English rapper and singer-songwriter,britský rapper,člověk,"['hip hop', 'UK Garage', 'rap rock']",+1983-11-27T00:00:00Z,,+2005-00-00T00:00:00Z,,,,muž,Hackney,Spojené království,['Spojené království'],,,['hlas'],,,,0oJM3iJjMdzgsd4z5VHQvw,
Pokáč,Q55172176,True,Pokáč,Czech singer,český písničkář,člověk,,+1990-07-25T00:00:00Z,,+2009-00-00T00:00:00Z,,,,muž,Praha,Česko,['Česko'],,,['hlas'],,,,,
Dj Fresh,Q941738,True,DJ Fresh,English DJ and record producer,,člověk,['drum and bass'],+1977-04-11T00:00:00Z,,+1996-00-00T00:00:00Z,,,,muž,Londýn,Římská říše,['Spojené království'],,,['syntezátor'],,,,6r20qOqY7qDWI0PPTxVMlC,
Eric Prydz,Q155141,True,Eric Prydz,Swedish DJ and record producer,švédský DJ a hudební producent,člověk,"['house music', 'progressive house', 'tech house']",+1976-07-19T00:00:00Z,,+2001-00-00T00:00:00Z,,,,muž,Täby,Švédsko,['Švédsko'],,,['klávesy'],,,,5sm0jQ1mq0dusiLtDJ2b4R,
One Direction,Q146027,True,One Direction,English-Irish boy band,irsko-anglická hudební skupina,boy band,"['reggaeton', 'dance-pop', 'teen pop', 'pop rock']",,,+2010-07-23T00:00:00Z,,+2010-07-23T00:00:00Z,,,Londýn,Římská říše,,,,,"['MTV Europe Music Award for Best UK & Ireland Act', 'MTV Europe Music Award pro nejlepšího nováčka', 'MTV Europe Music Award za největší fanoušky', 'Cena MTV Video Music za nejlepšího nového umělce', 'MTV Video Music Award for Best Pop Video', 'American Music Award for Favorite Pop/Rock Band/Duo/Group', 'MTV Europe Music Award for Best UK & Ireland Act', 'MTV Europe Music Award za nejlepší Pop', 'American Music Award for Favorite Pop/Rock Album', ""People's Choice Award for Favorite Band"", 'Umělec roku', 'Billboard 21 Under 21']",,,4AK6F7OLvEQ5QYCBNiQWHq,
Dj Wich,Q5205502,True,DJ Wich,Czech disk jockey,český diskžokej,člověk,,+1978-06-09T00:00:00Z,,,,,,muž,Praha,Česko,['Česko'],,,,,,,,
Dermot Kennedy,Q61983346,True,Dermot Kennedy,Irish singer-songwriter,irský zpěvák a skladatel,člověk,,+1991-12-13T00:00:00Z,,+2015-00-00T00:00:00Z,,,,muž,Rathcoole,Irsko,['Irsko'],,,,,,,5KNNVgR6LBIABRIomyCwKJ,
Of Monsters And Men,Q509702,True,Of Monsters and Men,Icelandic folk-rock band,,hudební skupina,"['indie folk', 'indie pop']",,,+2010-00-00T00:00:00Z,,+2010-00-00T00:00:00Z,,,Garður,Island,,,,,,,,4dwdTW1Lfiq0cM8nBAqIIz,
Duck Sauce,Q1165307,True,Duck Sauce,DJ duo,hudební dvojice (DJ duo),hudební duo,['house music'],,,+2009-00-00T00:00:00Z,,+2009-00-00T00:00:00Z,,,New York,Spojené státy americké,,,,,,,,0q8J3Yj810t5cpAYEJ7gxt,
Milky Chance,Q14623684,True,Milky Chance,German electronic-infused indie pop band based in Kassel,,hudební skupina,"['indie pop', 'alternativní rock', 'folktronica', 'pop music']",,,+2012-00-00T00:00:00Z,,+2012-00-00T00:00:00Z,,,Kassel,Německo,,,,,['Cena Echo Pop pro nejlepší německou popovou skupinu'],,,1hzfo8twXdOegF3xireCYs,
Team,Q327245,True,team,group linked in a common purpose,skupina sdílející společný cíl,,,,,,,,,,,,,,,,,,,,
T.I.,Q214227,True,T.I.,American rapper and actor,"americký rapper, hudební producent a herec",člověk,"['hip hop', 'trap', 'Southern hip hop', 'Gangsta rap', 'hardcore hip hop', 'Atlanta hip hop', 'dirty south']",+1980-09-25T00:00:00Z,,+1999-00-00T00:00:00Z,,,,muž,Atlanta,Spojené státy americké,['Spojené státy americké'],,,"['klávesový nástroj', 'samplování', 'hlas']","['Grammy Award for Best Rap/Sung Collaboration', 'American Music Award for Favorite Rap/Hip-Hop Artist', 'American Music Award for Favorite Rap/Hip-Hop Album', ""BET Award for Viewer's Choice"", 'BET Award for Best Male Hip-Hop Artist', 'BET Award for Best Male Hip-Hop Artist', 'Grammy Award for Best Rap Solo Performance', 'Cena Grammy za nejlepší rapové vystoupení dua nebo skupiny', 'Nejlepší mužský videoklip']",['Jižní baptistická konvence'],,4OBJLual30L7gRl5UkeRcT,
Limp Bizkit,Q240767,True,Limp Bizkit,American rap rock band,americká nu-metalová kapela,hudební skupina,"['nu metal', 'Rapcore']",,,+1994-00-00T00:00:00Z,,+1994-00-00T00:00:00Z,,,Jacksonville,Spojené státy americké,,,,,,,,165ZgPlLkK7bf5bDoFc6Sb,
Bodyrockers,Q890054,True,BodyRockers,band,,hudební skupina,['electronica'],,,+2004-00-00T00:00:00Z,,,,,,,,,,,,,,,
Alexandra Burke,Q234161,True,Alexandra Burke,singer,americká zpěvačka,člověk,['pop music'],+1988-08-25T00:00:00Z,,+2008-00-00T00:00:00Z,,,,žena,Velký Londýn,Spojené království,['Spojené království'],,,['hlas'],,,,6yZoNdsPrYLviaEOOzbZt8,
Hozier,Q16233232,True,Hozier,Irish musician,hudebník,člověk,"['blues', 'blues rock', 'rhythm and blues', 'lidová hudba', 'soul', 'indie rock']",+1990-03-17T00:00:00Z,,+2008-00-00T00:00:00Z,,,,muž,Bray,Irsko,['Irsko'],,['tenor'],"['Elektroakustická kytara', 'hlas']",,,,2FXC3k01G6Gw61bmprjgqS,
Alex Hepburn,Q10366783,True,Alex Hepburn,English singer and songwriter,,člověk,"['soul', 'blues', 'pop music']",+1986-12-25T00:00:00Z,,,,,,žena,Londýn,Římská říše,['Spojené království'],,,['hlas'],,,,,
Sugababes,Q193697,True,Sugababes,British pop girl group,britská skupina,hudební skupina,"['pop music', 'contemporary R&B', 'elektropop', 'taneční hudba']",,,+1998-00-00T00:00:00Z,+2011-00-00T00:00:00Z,+1998-00-00T00:00:00Z,,,Londýn,Římská říše,,,,,,,,7rZNSLWMjTbwdLNskFbzFf,
John Newman,Q12433089,True,John Newman,British singer-songwriter,britský zpěvák,člověk,"['soul', 'Britpop', 'pop rock']",+1990-06-16T00:00:00Z,,+2012-00-00T00:00:00Z,,,,muž,Settle,Spojené království,['Spojené království'],,"['baryton', 'mezzosoprán']","['hlas', 'kytara', 'klávesy']",,,,34v5MVKeQnIo0CWYMbbrPf,
Stromae,Q313453,True,Stromae,Belgian singer and producer,,člověk,['hip hop'],+1985-03-12T00:00:00Z,,+2000-00-00T00:00:00Z,,,,muž,Etterbeek,Belgie,['Belgie'],,,['hlas'],"['Velká cena frankofonie', 'Victoires de la Musique – Male artist of the year', 'Knight of the National Order of the Golden Paper Cone']",,,5j4HeCoUlzhfWtjAfM1acR,
Mike Posner,Q268284,True,Mike Posner,American musician,"americký zpěvák, textař, básník a hudební producent",člověk,['pop music'],+1988-02-12T00:00:00Z,,+2008-00-00T00:00:00Z,,,,muž,Detroit,Spojené státy americké,['Spojené státy americké'],,,"['klávesový nástroj', 'klavír', 'hlas']",,,,2KsP6tYLJlTBvSUxnwlVWa,
Matt Simons,Q4742345,True,Matt Simons,American singer songwriter and musician,,člověk,['pop music'],+1987-02-20T00:00:00Z,,+2010-00-00T00:00:00Z,,,,muž,Palo Alto,Spojené státy americké,['Spojené státy americké'],,,,,,,1g0fXhQMHAxlRyIBkCbuE7,
Thom Artway,Q29998334,True,Thom Artway,Czech singer,český zpěvák,člověk,,+1993-06-27T00:00:00Z,,,,,,muž,Vlachovice,Česko,['Česko'],,,['hlas'],['Cena Anděl Sólový interpret roku'],,,,
Těžkej Pokondr,Q11837240,True,Těžkej Pokondr,Czech musical comedy duo,hudební skupina,hudební duo,['pop music'],,,+1995-00-00T00:00:00Z,,,,,Praha,Česko,,,,,,,,,
Arakain,Q625397,True,Arakain,Czech heavy metal band,česká metalová kapela,hudební skupina,"['klasický heavy metal', 'thrash metal']",,,+1982-00-00T00:00:00Z,,+1982-00-00T00:00:00Z,,,Praha,Česko,,,,,,,,2V56RPfzXPhku6Qm3B2Zdr,
Lykke Li,Q270724,True,Lykke Li,Swedish singer,"švédská zpěvačka, skladatelka a modelka",člověk,"['pop music', 'indie pop', 'dream pop', 'art pop', 'synthpop', 'dance-pop', 'elektropop', 'alternativní rock']",+1986-03-18T00:00:00Z,,+2007-00-00T00:00:00Z,,,,žena,Sofia church parish,Švédsko,['Švédsko'],,['soprán'],"['housle', 'hlas']",['Platinová kytara'],,,6oBm8HB0yfrIc9IHbxs6in,
Jonas Brothers,Q134233,True,Jonas Brothers,American pop rock band,americká hudební skupina,hudební skupina,['pop music'],,,+2005-00-00T00:00:00Z,,+2005-00-00T00:00:00Z,,,Wyckoff,Spojené státy americké,,,,,['American Music Award for New Artist of the Year'],,,7gOdHgIoIKoe4i9Tta6qdD,
Axwell,Q20713,True,Axwell,"Swedish DJ, remixer and record producer",,člověk,['house music'],+1977-12-18T00:00:00Z,,+1995-00-00T00:00:00Z,,,,muž,Lund,Švédsko,['Švédsko'],,,,,,,1xNmvlEiICkRlRGqlNFZ43,
Tři Sestry,Q164928,True,Tři sestry,Czech punk band,česká punková skupina,hudební skupina,['punk rock'],,,+1985-00-00T00:00:00Z,,,,,,,,,,,,,,,
Billie Eilish,Q29564107,True,Billie Eilish,American singer-songwriter (born 2001),americká zpěvačka a skladatelka (2001–),člověk,"['elektropop', 'indie pop', 'alternative pop']",+2001-12-18T00:00:00Z,,+2015-00-00T00:00:00Z,,,,žena,Los Angeles,Spojené státy americké,['Spojené státy americké'],"['Iroameričané', 'Skotští Američané']",['soprán'],"['hlas', 'kytara', 'ukulele', 'klávesový nástroj']","['American Music Award for New Artist of the Year', 'American Music Award for Favorite Alternative Rock Artist', 'Billboard Music Award for Top New Artist', 'Billboard Music Award for Top Female Artist', 'Billboard Music Award for Top Billboard 200 Album', 'Brit Award pro sólovou umělkyni', 'Cena Grammy za album roku', 'Cena Grammy za nejlepší popové vokální album', 'Cena Grammy za nahrávku roku', 'Cena Grammy za píseň roku', 'Cena Grammy pro nejlepšího nového umělce', 'Cena Grammy za nejlepší píseň k filmu, pro televizi či jiné vizuální médium', 'Cena Grammy za nahrávku roku', 'MTV Europe Music Award pro nejlepšího nováčka', 'MTV Europe Music Award za nejlepší píseň', 'MTV Europe Music Award for Video for Good', 'Cena MTV Video Music za nejlepšího nového umělce', 'MTV Video Music Award for Push Performance of the Year', 'MTV Video Music Award for Best Editing', 'MTV Video Music Award for Best Latin', 'MTV Video Music Award for Best Video with a Social Message', 'Premios 40 Principales for Best International Album', 'Teen Choice Award for Choice Music – Female Artist', 'Teen Choice Award for Choice Music – Breakout Artist', 'Time 100', 'BBC 100 Women', 'Billboard 21 Under 21']",,,6qqNVTkY8uBg9cP3Jd7DAH,+79543390
