,hitparada,rok,tyden,pozice,album,interpret,interpret_hlavni,vydavatel
190303,CZ - ALBUMS CLASSICAL - TOP 10,2007,25,9,Arie,Kožená/bach,Kožená,Universal Music
190304,CZ - ALBUMS CLASSICAL - TOP 10,2007,25,10,Best Of Bach,Různí,Různí,Supraphon
190305,CZ - ALBUMS CLASSICAL - TOP 10,2007,26,1,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190306,CZ - ALBUMS CLASSICAL - TOP 10,2007,26,2,Best Of Mozart,Různí,Různí,Supraphon
190307,CZ - ALBUMS CLASSICAL - TOP 10,2007,26,3,The Best of Celtic Guitar,Hromek Michal,Hromek Michal,Supraphon
190308,CZ - ALBUMS CLASSICAL - TOP 10,2007,26,4,Má vlast - B. Smetana,Čf/ančerl,Čf,Supraphon
190309,CZ - ALBUMS CLASSICAL - TOP 10,2007,26,5,Má vlast,Čf/kubelík,Čf,Supraphon
190310,CZ - ALBUMS CLASSICAL - TOP 10,2007,26,6,Antonín Dvořák - Slovanské tance,Čf/neumann,Čf,Supraphon
190311,CZ - ALBUMS CLASSICAL - TOP 10,2007,26,7,Best Of Eva Urbanová,Eva Urbanová,Eva Urbanová,Supraphon
190312,CZ - ALBUMS CLASSICAL - TOP 10,2007,26,8,Carmen - Arias,Dagmar Pecková,Dagmar Pecková,Supraphon
190313,CZ - ALBUMS CLASSICAL - TOP 10,2007,26,9,Gitano-Zarzuela-Arias,Villazon Rolando,Villazon Rolando,Warner Music
190314,CZ - ALBUMS CLASSICAL - TOP 10,2007,26,10,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190315,CZ - ALBUMS CLASSICAL - TOP 10,2007,27,1,Má vlast,Čf/kubelík,Čf,Supraphon
190316,CZ - ALBUMS CLASSICAL - TOP 10,2007,27,2,Best Of Mozart,Různí,Různí,Supraphon
190317,CZ - ALBUMS CLASSICAL - TOP 10,2007,27,3,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190318,CZ - ALBUMS CLASSICAL - TOP 10,2007,27,4,Best Of Bach,Různí,Různí,Supraphon
190319,CZ - ALBUMS CLASSICAL - TOP 10,2007,27,5,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190320,CZ - ALBUMS CLASSICAL - TOP 10,2007,27,6,Best Of Eva Urbanová,Eva Urbanová,Eva Urbanová,Supraphon
190321,CZ - ALBUMS CLASSICAL - TOP 10,2007,27,7,Klavírní dílo-výběr/B. Smetana,Novotný Jan,Novotný Jan,Supraphon
190322,CZ - ALBUMS CLASSICAL - TOP 10,2007,27,8,Mozart v Praze,Různí,Různí,Supraphon
190323,CZ - ALBUMS CLASSICAL - TOP 10,2007,27,9,Orchestrální dílo II/L.Janáček,Filharmonie Brno/jílek,Filharmonie Brno,Supraphon
190324,CZ - ALBUMS CLASSICAL - TOP 10,2007,27,10,Carmen - Arias,Dagmar Pecková,Dagmar Pecková,Supraphon
190325,CZ - ALBUMS CLASSICAL - TOP 10,2007,28,1,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190326,CZ - ALBUMS CLASSICAL - TOP 10,2007,28,2,Best Of Mozart,Různí,Různí,Supraphon
190327,CZ - ALBUMS CLASSICAL - TOP 10,2007,28,3,Best Of Eva Urbanová,Eva Urbanová,Eva Urbanová,Supraphon
190328,CZ - ALBUMS CLASSICAL - TOP 10,2007,28,4,Má vlast,Čf/kubelík,Čf,Supraphon
190329,CZ - ALBUMS CLASSICAL - TOP 10,2007,28,5,Dvořák - Symfonie 7-9,Čf/neumann,Čf,Supraphon
190330,CZ - ALBUMS CLASSICAL - TOP 10,2007,28,6,Dvořák - Stabat mater op. 58,Čf/sawallisch,Čf,Supraphon
190331,CZ - ALBUMS CLASSICAL - TOP 10,2007,28,7,Best Of Smetana,Různí,Různí,Supraphon
190332,CZ - ALBUMS CLASSICAL - TOP 10,2007,28,8,Smetana - Prodaná nevěsta   DVD,Čf/košler,Čf,Supraphon
190333,CZ - ALBUMS CLASSICAL - TOP 10,2007,28,9,Má vlast,Čf/mackerras,Čf,Supraphon
190334,CZ - ALBUMS CLASSICAL - TOP 10,2007,28,10,"Dvořák - Symfonie 8,9",Čf/mackerras,Čf,Supraphon
190335,CZ - ALBUMS CLASSICAL - TOP 10,2007,29,1,Best Of Mozart,Různí,Různí,Supraphon
190336,CZ - ALBUMS CLASSICAL - TOP 10,2007,29,2,Má vlast,Čf/kubelík,Čf,Supraphon
190337,CZ - ALBUMS CLASSICAL - TOP 10,2007,29,3,Citolibští mistři / Musica Antiqua Citolibensis,Různí,Různí,Supraphon
190338,CZ - ALBUMS CLASSICAL - TOP 10,2007,29,4,Best Of Eva Urbanová,Eva Urbanová,Eva Urbanová,Supraphon
190339,CZ - ALBUMS CLASSICAL - TOP 10,2007,29,5,Arie,Kožená/bach,Kožená,Universal Music
190340,CZ - ALBUMS CLASSICAL - TOP 10,2007,29,6,Portrait of the Artist,Magdalena Kožená,Magdalena Kožená,Universal Music
190341,CZ - ALBUMS CLASSICAL - TOP 10,2007,29,7,Best Of Čajkovskij,Různí,Různí,Supraphon
190342,CZ - ALBUMS CLASSICAL - TOP 10,2007,29,8,Duety,Villazon Rolando,Villazon Rolando,Universal Music
190343,CZ - ALBUMS CLASSICAL - TOP 10,2007,29,9,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190344,CZ - ALBUMS CLASSICAL - TOP 10,2007,29,10,B.Martinů/E.Leichner - Klavírní koncert 1-5,Čf/bělohlávek,Čf,Supraphon
190075,CZ - ALBUMS CLASSICAL - TOP 10,2007,3,1,Mozart - Best Of Mozart,Různí,Různí,Supraphon
190076,CZ - ALBUMS CLASSICAL - TOP 10,2007,3,2,Arias,Kožená/mozart,Kožená,Universal Music
190077,CZ - ALBUMS CLASSICAL - TOP 10,2007,3,3,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190078,CZ - ALBUMS CLASSICAL - TOP 10,2007,3,4,Dvořák - Stabat mater op. 58,Čf/sawallisch,Čf,Supraphon
190079,CZ - ALBUMS CLASSICAL - TOP 10,2007,3,5,Dvořák - Requiem,Čf/sawallisch,Čf,Supraphon
190080,CZ - ALBUMS CLASSICAL - TOP 10,2007,3,6,Smetana - Prodaná nevěsta   DVD,Čf/košler,Čf,Supraphon
190081,CZ - ALBUMS CLASSICAL - TOP 10,2007,3,7,Romantický klavír,Jiří Malásek,Jiří Malásek,Supraphon
190082,CZ - ALBUMS CLASSICAL - TOP 10,2007,3,8,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190083,CZ - ALBUMS CLASSICAL - TOP 10,2007,3,9,"Brahms - Klavírní koncerty 1 d moll, 2 B dur",Čf/bělohlávek,Čf,Supraphon
190084,CZ - ALBUMS CLASSICAL - TOP 10,2007,3,10,Dvořák - Symfonie 7-9,Čf/neumann,Čf,Supraphon
190345,CZ - ALBUMS CLASSICAL - TOP 10,2007,30,1,Best Of Mozart,Různí,Různí,Supraphon
190346,CZ - ALBUMS CLASSICAL - TOP 10,2007,30,2,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190347,CZ - ALBUMS CLASSICAL - TOP 10,2007,30,3,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190348,CZ - ALBUMS CLASSICAL - TOP 10,2007,30,4,Má vlast,Čf/kubelík,Čf,Supraphon
190349,CZ - ALBUMS CLASSICAL - TOP 10,2007,30,5,Best Of Bach,Různí,Různí,Supraphon
190350,CZ - ALBUMS CLASSICAL - TOP 10,2007,30,6,Arie,Kožená/bach,Kožená,Universal Music
190351,CZ - ALBUMS CLASSICAL - TOP 10,2007,30,7,Romantický klavír,Jiří Malásek,Jiří Malásek,Supraphon
190352,CZ - ALBUMS CLASSICAL - TOP 10,2007,30,8,Best Of Dvořák,Různí,Různí,Supraphon
190353,CZ - ALBUMS CLASSICAL - TOP 10,2007,30,9,Má vlast,Čf/mackerras,Čf,Supraphon
190354,CZ - ALBUMS CLASSICAL - TOP 10,2007,30,10,"Dvořák - Symfonie 8,9",Čf/mackerras,Čf,Supraphon
190355,CZ - ALBUMS CLASSICAL - TOP 10,2007,31,1,Má vlast,Čf/kubelík,Čf,Supraphon
190356,CZ - ALBUMS CLASSICAL - TOP 10,2007,31,2,Best Of Eva Urbanová,Eva Urbanová,Eva Urbanová,Supraphon
190357,CZ - ALBUMS CLASSICAL - TOP 10,2007,31,3,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190358,CZ - ALBUMS CLASSICAL - TOP 10,2007,31,4,Arie,Kožená/bach,Kožená,Universal Music
190359,CZ - ALBUMS CLASSICAL - TOP 10,2007,31,5,Best Of Smetana,Různí,Různí,Supraphon
190360,CZ - ALBUMS CLASSICAL - TOP 10,2007,31,6,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190361,CZ - ALBUMS CLASSICAL - TOP 10,2007,31,7,Mozart v Praze,Různí,Různí,Supraphon
190362,CZ - ALBUMS CLASSICAL - TOP 10,2007,31,8,Best Of Chopin,Různí,Různí,Supraphon
190363,CZ - ALBUMS CLASSICAL - TOP 10,2007,31,9,Best Of Beethoven,Různí,Různí,Supraphon
190364,CZ - ALBUMS CLASSICAL - TOP 10,2007,31,10,"Dvořák - Symfonie 8,9",Čf/mackerras,Čf,Supraphon
190365,CZ - ALBUMS CLASSICAL - TOP 10,2007,32,1,Best Of Mozart,Různí,Různí,Supraphon
190366,CZ - ALBUMS CLASSICAL - TOP 10,2007,32,2,Má vlast,Čf/kubelík,Čf,Supraphon
190367,CZ - ALBUMS CLASSICAL - TOP 10,2007,32,3,Smetana - Prodaná nevěsta   DVD,Čf/košler,Čf,Supraphon
190368,CZ - ALBUMS CLASSICAL - TOP 10,2007,32,4,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190369,CZ - ALBUMS CLASSICAL - TOP 10,2007,32,5,Best Of Chopin,Různí,Různí,Supraphon
190370,CZ - ALBUMS CLASSICAL - TOP 10,2007,32,6,Best Of Beethoven,Různí,Různí,Supraphon
190371,CZ - ALBUMS CLASSICAL - TOP 10,2007,32,7,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190372,CZ - ALBUMS CLASSICAL - TOP 10,2007,32,8,Best Of Bach,Různí,Různí,Supraphon
190373,CZ - ALBUMS CLASSICAL - TOP 10,2007,32,9,Carmen - Arias,Dagmar Pecková,Dagmar Pecková,Supraphon
190374,CZ - ALBUMS CLASSICAL - TOP 10,2007,32,10,Arie,Kožená/bach,Kožená,Universal Music
190375,CZ - ALBUMS CLASSICAL - TOP 10,2007,33,1,Mozart - Best Of Mozart,Různí,Různí,Supraphon
190376,CZ - ALBUMS CLASSICAL - TOP 10,2007,33,2,Best Of Bach,Různí,Různí,Supraphon
190377,CZ - ALBUMS CLASSICAL - TOP 10,2007,33,3,Best Of Chopin,Různí,Různí,Supraphon
190378,CZ - ALBUMS CLASSICAL - TOP 10,2007,33,4,Má vlast,Čf/kubelík,Čf,Supraphon
190379,CZ - ALBUMS CLASSICAL - TOP 10,2007,33,5,Dvořák - Symfonie 7-9,Čf/neumann,Čf,Supraphon
190380,CZ - ALBUMS CLASSICAL - TOP 10,2007,33,6,The Best of Celtic Guitar,Hromek Michal,Hromek Michal,Supraphon
190381,CZ - ALBUMS CLASSICAL - TOP 10,2007,33,7,Smetana - Prodaná nevěsta   DVD,Čf/košler,Čf,Supraphon
190382,CZ - ALBUMS CLASSICAL - TOP 10,2007,33,8,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190383,CZ - ALBUMS CLASSICAL - TOP 10,2007,33,9,Carmen - Arias,Dagmar Pecková,Dagmar Pecková,Supraphon
190384,CZ - ALBUMS CLASSICAL - TOP 10,2007,33,10,Martinů Bohuslav - Tři přání,Různí,Různí,Supraphon
190385,CZ - ALBUMS CLASSICAL - TOP 10,2007,34,1,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190386,CZ - ALBUMS CLASSICAL - TOP 10,2007,34,2,Má vlast,Čf/kubelík,Čf,Supraphon
190387,CZ - ALBUMS CLASSICAL - TOP 10,2007,34,3,České klasické hity,Různí,Různí,Supraphon
190388,CZ - ALBUMS CLASSICAL - TOP 10,2007,34,4,Dvořák - Symfonie 1-3,Čf/neumann,Čf,Supraphon
190389,CZ - ALBUMS CLASSICAL - TOP 10,2007,34,5,Mozart v Praze,Různí,Různí,Supraphon
190390,CZ - ALBUMS CLASSICAL - TOP 10,2007,34,6,Best Of Čajkovskij,Různí,Různí,Supraphon
190391,CZ - ALBUMS CLASSICAL - TOP 10,2007,34,7,Best Of Beethoven,Různí,Různí,Supraphon
190392,CZ - ALBUMS CLASSICAL - TOP 10,2007,34,8,Best Of Bach,Různí,Různí,Supraphon
190393,CZ - ALBUMS CLASSICAL - TOP 10,2007,34,9,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190394,CZ - ALBUMS CLASSICAL - TOP 10,2007,34,10,Antonín Dvořák - Slovanské tance,Čf/neumann,Čf,Supraphon
190395,CZ - ALBUMS CLASSICAL - TOP 10,2007,35,1,Dvořák - Symfonie 7-9,Čf/neumann,Čf,Supraphon
190396,CZ - ALBUMS CLASSICAL - TOP 10,2007,35,2,Best Of Mozart,Různí,Různí,Supraphon
190397,CZ - ALBUMS CLASSICAL - TOP 10,2007,35,3,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190398,CZ - ALBUMS CLASSICAL - TOP 10,2007,35,4,Má vlast,Čf/kubelík,Čf,Supraphon
190399,CZ - ALBUMS CLASSICAL - TOP 10,2007,35,5,Best Of Bach,Různí,Různí,Supraphon
190400,CZ - ALBUMS CLASSICAL - TOP 10,2007,35,6,Má vlast - B. Smetana,Čf/ančerl,Čf,Supraphon
190401,CZ - ALBUMS CLASSICAL - TOP 10,2007,35,7,Mozart v Praze,Různí,Různí,Supraphon
190402,CZ - ALBUMS CLASSICAL - TOP 10,2007,35,8,Best Of Chopin,Různí,Různí,Supraphon
190403,CZ - ALBUMS CLASSICAL - TOP 10,2007,35,9,Má vlast,Čf/mackerras,Čf,Supraphon
190404,CZ - ALBUMS CLASSICAL - TOP 10,2007,35,10,Best Of Čajkovskij,Různí,Různí,Supraphon
190405,CZ - ALBUMS CLASSICAL - TOP 10,2007,36,1,Best of Czech Classics,Různí,Různí,Supraphon
190406,CZ - ALBUMS CLASSICAL - TOP 10,2007,36,2,Má vlast,Čf/kubelík,Čf,Supraphon
190407,CZ - ALBUMS CLASSICAL - TOP 10,2007,36,3,Best Of Smetana,Různí,Různí,Supraphon
190408,CZ - ALBUMS CLASSICAL - TOP 10,2007,36,4,Arie,Kožená/bach,Kožená,Universal Music
190409,CZ - ALBUMS CLASSICAL - TOP 10,2007,36,5,Arias,Kožená/mozart,Kožená,Universal Music
190410,CZ - ALBUMS CLASSICAL - TOP 10,2007,36,6,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190411,CZ - ALBUMS CLASSICAL - TOP 10,2007,36,7,Smetana - Prodaná nevěsta   DVD,Čf/košler,Čf,Supraphon
190412,CZ - ALBUMS CLASSICAL - TOP 10,2007,36,8,Má vlast,Čf/mackerras,Čf,Supraphon
190413,CZ - ALBUMS CLASSICAL - TOP 10,2007,36,9,Dvořák - Symfonie 7-9,Čf/neumann,Čf,Supraphon
190414,CZ - ALBUMS CLASSICAL - TOP 10,2007,36,10,Má vlast,Čf/smetáček,Čf,Supraphon
190415,CZ - ALBUMS CLASSICAL - TOP 10,2007,37,1,Best Of Mozart,Různí,Různí,Supraphon
190416,CZ - ALBUMS CLASSICAL - TOP 10,2007,37,2,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190417,CZ - ALBUMS CLASSICAL - TOP 10,2007,37,3,Best Of Čajkovskij,Různí,Různí,Supraphon
190418,CZ - ALBUMS CLASSICAL - TOP 10,2007,37,4,Má vlast,Čf/kubelík,Čf,Supraphon
190419,CZ - ALBUMS CLASSICAL - TOP 10,2007,37,5,Mozart v Praze,Různí,Různí,Supraphon
190420,CZ - ALBUMS CLASSICAL - TOP 10,2007,37,6,Dvořák - Symfonie 7-9,Čf/neumann,Čf,Supraphon
190421,CZ - ALBUMS CLASSICAL - TOP 10,2007,37,7,Má vlast,Čf/smetáček,Čf,Supraphon
190422,CZ - ALBUMS CLASSICAL - TOP 10,2007,37,8,Arias,Kožená/mozart,Kožená,Universal Music
190423,CZ - ALBUMS CLASSICAL - TOP 10,2007,37,9,Portrait of the Artist,Magdalena Kožená,Magdalena Kožená,Universal Music
190424,CZ - ALBUMS CLASSICAL - TOP 10,2007,37,10,Duety,Villazon Rolando,Villazon Rolando,Universal Music
190425,CZ - ALBUMS CLASSICAL - TOP 10,2007,38,1,Best Of Mozart,Různí,Různí,Supraphon
190426,CZ - ALBUMS CLASSICAL - TOP 10,2007,38,2,Best Of Čajkovskij,Různí,Různí,Supraphon
190427,CZ - ALBUMS CLASSICAL - TOP 10,2007,38,3,Má vlast,Čf/kubelík,Čf,Supraphon
190428,CZ - ALBUMS CLASSICAL - TOP 10,2007,38,4,'Ah! Mio Cor' - Arias,Magdalena Kožená,Magdalena Kožená,Universal Music
190429,CZ - ALBUMS CLASSICAL - TOP 10,2007,38,5,Best Of Bach,Různí,Různí,Supraphon
190430,CZ - ALBUMS CLASSICAL - TOP 10,2007,38,6,Ti adoro,Luciano Pavarotti,Luciano Pavarotti,Universal Music
190431,CZ - ALBUMS CLASSICAL - TOP 10,2007,38,7,A. Dvořák - Rusalka - opera,Různí,Různí,Supraphon
190432,CZ - ALBUMS CLASSICAL - TOP 10,2007,38,8,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190433,CZ - ALBUMS CLASSICAL - TOP 10,2007,38,9,B.Martinů/E.Leichner - Klavírní koncert 1-5,Čf/bělohlávek,Čf,Supraphon
190434,CZ - ALBUMS CLASSICAL - TOP 10,2007,38,10,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190435,CZ - ALBUMS CLASSICAL - TOP 10,2007,39,1,World Tour Tribute,Luciano Pavarotti,Luciano Pavarotti,Universal Music
190436,CZ - ALBUMS CLASSICAL - TOP 10,2007,39,2,Best Of Mozart,Různí,Různí,Supraphon
190437,CZ - ALBUMS CLASSICAL - TOP 10,2007,39,3,Má vlast,Čf/smetáček,Čf,Supraphon
190438,CZ - ALBUMS CLASSICAL - TOP 10,2007,39,4,Best Of Bach,Různí,Různí,Supraphon
190439,CZ - ALBUMS CLASSICAL - TOP 10,2007,39,5,Má vlast - B. Smetana,Čf/ančerl,Čf,Supraphon
190440,CZ - ALBUMS CLASSICAL - TOP 10,2007,39,6,Best Of Čajkovskij,Různí,Různí,Supraphon
190441,CZ - ALBUMS CLASSICAL - TOP 10,2007,39,7,Má vlast,Čf/kubelík,Čf,Supraphon
190442,CZ - ALBUMS CLASSICAL - TOP 10,2007,39,8,Arie,Kožená/bach,Kožená,Universal Music
190443,CZ - ALBUMS CLASSICAL - TOP 10,2007,39,9,Pavarotti Forever,Luciano Pavarotti,Luciano Pavarotti,Universal Music
190444,CZ - ALBUMS CLASSICAL - TOP 10,2007,39,10,Best Of Beethoven,Různí,Různí,Supraphon
190085,CZ - ALBUMS CLASSICAL - TOP 10,2007,4,1,Mozart - Best Of Mozart,Různí,Různí,Supraphon
190086,CZ - ALBUMS CLASSICAL - TOP 10,2007,4,2,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190087,CZ - ALBUMS CLASSICAL - TOP 10,2007,4,3,Dvořák - Requiem,Čf/sawallisch,Čf,Supraphon
190088,CZ - ALBUMS CLASSICAL - TOP 10,2007,4,4,Arias,Kožená/mozart,Kožená,Universal Music
190089,CZ - ALBUMS CLASSICAL - TOP 10,2007,4,5,Má vlast,Čf/kubelík,Čf,Supraphon
190090,CZ - ALBUMS CLASSICAL - TOP 10,2007,4,6,Má vlast,Čf/mackerras,Čf,Supraphon
190091,CZ - ALBUMS CLASSICAL - TOP 10,2007,4,7,Dvořák - Stabat mater op. 58,Čf/sawallisch,Čf,Supraphon
190092,CZ - ALBUMS CLASSICAL - TOP 10,2007,4,8,Dvořák/Suk - Díla pro housle a klavír,Šporcl/jiříkovský,Šporcl,Supraphon
190093,CZ - ALBUMS CLASSICAL - TOP 10,2007,4,9,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190094,CZ - ALBUMS CLASSICAL - TOP 10,2007,4,10,Dvořák - Symfonie 7-9,Čf/neumann,Čf,Supraphon
190445,CZ - ALBUMS CLASSICAL - TOP 10,2007,40,1,Pavarotti Forever,Luciano Pavarotti,Luciano Pavarotti,Universal Music
190446,CZ - ALBUMS CLASSICAL - TOP 10,2007,40,2,Best Of Mozart,Různí,Různí,Supraphon
190447,CZ - ALBUMS CLASSICAL - TOP 10,2007,40,3,World Tour Tribute,Luciano Pavarotti,Luciano Pavarotti,Universal Music
190448,CZ - ALBUMS CLASSICAL - TOP 10,2007,40,4,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190449,CZ - ALBUMS CLASSICAL - TOP 10,2007,40,5,Best Of Bach,Různí,Různí,Supraphon
190450,CZ - ALBUMS CLASSICAL - TOP 10,2007,40,6,Má vlast,Čf/mackerras,Čf,Supraphon
190451,CZ - ALBUMS CLASSICAL - TOP 10,2007,40,7,Dvořák - Symfonie 7-9,Čf/neumann,Čf,Supraphon
190452,CZ - ALBUMS CLASSICAL - TOP 10,2007,40,8,Dvořák - Symfonie 1-3,Čf/neumann,Čf,Supraphon
190453,CZ - ALBUMS CLASSICAL - TOP 10,2007,40,9,Mozart v Praze,Různí,Různí,Supraphon
190454,CZ - ALBUMS CLASSICAL - TOP 10,2007,40,10,Má vlast,Čf/kubelík,Čf,Supraphon
190455,CZ - ALBUMS CLASSICAL - TOP 10,2007,41,1,Pavarotti Forever,Luciano Pavarotti,Luciano Pavarotti,Universal Music
190456,CZ - ALBUMS CLASSICAL - TOP 10,2007,41,2,Best Of Beethoven,Různí,Různí,Supraphon
190457,CZ - ALBUMS CLASSICAL - TOP 10,2007,41,3,Best Of Bach,Různí,Různí,Supraphon
190458,CZ - ALBUMS CLASSICAL - TOP 10,2007,41,4,Best Of Mozart,Různí,Různí,Supraphon
190459,CZ - ALBUMS CLASSICAL - TOP 10,2007,41,5,'Ah! Mio Cor' - Arias,Magdalena Kožená,Magdalena Kožená,Universal Music
190460,CZ - ALBUMS CLASSICAL - TOP 10,2007,41,6,Best Of Chopin,Různí,Různí,Supraphon
190461,CZ - ALBUMS CLASSICAL - TOP 10,2007,41,7,Má vlast,Čf/kubelík,Čf,Supraphon
190462,CZ - ALBUMS CLASSICAL - TOP 10,2007,41,8,World Tour Tribute,Luciano Pavarotti,Luciano Pavarotti,Universal Music
190463,CZ - ALBUMS CLASSICAL - TOP 10,2007,41,9,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190464,CZ - ALBUMS CLASSICAL - TOP 10,2007,41,10,Smetana - Prodaná nevěsta   DVD,Čf/košler,Čf,Supraphon
190465,CZ - ALBUMS CLASSICAL - TOP 10,2007,42,1,Pavarotti Forever,Luciano Pavarotti,Luciano Pavarotti,Universal Music
190466,CZ - ALBUMS CLASSICAL - TOP 10,2007,42,2,Best of Czech Classics,Různí,Různí,Supraphon
190467,CZ - ALBUMS CLASSICAL - TOP 10,2007,42,3,Best Of Mozart,Různí,Různí,Supraphon
190468,CZ - ALBUMS CLASSICAL - TOP 10,2007,42,4,Má vlast,Čf/kubelík,Čf,Supraphon
190469,CZ - ALBUMS CLASSICAL - TOP 10,2007,42,5,'Ah! Mio Cor' - Arias,Magdalena Kožená,Magdalena Kožená,Universal Music
190470,CZ - ALBUMS CLASSICAL - TOP 10,2007,42,6,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190471,CZ - ALBUMS CLASSICAL - TOP 10,2007,42,7,Best Of Čajkovskij,Různí,Různí,Supraphon
190472,CZ - ALBUMS CLASSICAL - TOP 10,2007,42,8,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190473,CZ - ALBUMS CLASSICAL - TOP 10,2007,42,9,Arie,Kožená/bach,Kožená,Universal Music
190474,CZ - ALBUMS CLASSICAL - TOP 10,2007,42,10,Smetana - Prodaná nevěsta   DVD,Čf/košler,Čf,Supraphon
190475,CZ - ALBUMS CLASSICAL - TOP 10,2007,43,1,Pavarotti Forever,Luciano Pavarotti,Luciano Pavarotti,Universal Music
190476,CZ - ALBUMS CLASSICAL - TOP 10,2007,43,2,'Ah! Mio Cor' - Arias,Magdalena Kožená,Magdalena Kožená,Universal Music
190477,CZ - ALBUMS CLASSICAL - TOP 10,2007,43,3,Má vlast,Čf/kubelík,Čf,Supraphon
190478,CZ - ALBUMS CLASSICAL - TOP 10,2007,43,4,Best Of Mozart,Různí,Různí,Supraphon
190479,CZ - ALBUMS CLASSICAL - TOP 10,2007,43,5,Best Of Bach,Různí,Různí,Supraphon
190480,CZ - ALBUMS CLASSICAL - TOP 10,2007,43,6,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
190481,CZ - ALBUMS CLASSICAL - TOP 10,2007,43,7,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190482,CZ - ALBUMS CLASSICAL - TOP 10,2007,43,8,Best Of Chopin,Různí,Různí,Supraphon
190483,CZ - ALBUMS CLASSICAL - TOP 10,2007,43,9,Best Of Beethoven,Různí,Různí,Supraphon
190484,CZ - ALBUMS CLASSICAL - TOP 10,2007,43,10,Smetana - Prodaná nevěsta   DVD,Čf/košler,Čf,Supraphon
190485,CZ - ALBUMS CLASSICAL - TOP 10,2007,44,1,Pavarotti Forever,Luciano Pavarotti,Luciano Pavarotti,Universal Music
190486,CZ - ALBUMS CLASSICAL - TOP 10,2007,44,2,Best Of Mozart,Různí,Různí,Supraphon
190487,CZ - ALBUMS CLASSICAL - TOP 10,2007,44,3,Má vlast,Čf/kubelík,Čf,Supraphon
190488,CZ - ALBUMS CLASSICAL - TOP 10,2007,44,4,'Ah! Mio Cor' - Arias,Magdalena Kožená,Magdalena Kožená,Universal Music
190489,CZ - ALBUMS CLASSICAL - TOP 10,2007,44,5,Best Of Beethoven,Různí,Různí,Supraphon
190490,CZ - ALBUMS CLASSICAL - TOP 10,2007,44,6,Dvořák - Symfonie 7-9,Čf/neumann,Čf,Supraphon
190491,CZ - ALBUMS CLASSICAL - TOP 10,2007,44,7,Best Of Bach,Různí,Různí,Supraphon
190492,CZ - ALBUMS CLASSICAL - TOP 10,2007,44,8,Arie,Kožená/bach,Kožená,Universal Music
190493,CZ - ALBUMS CLASSICAL - TOP 10,2007,44,9,Mozart v Praze,Různí,Různí,Supraphon
190494,CZ - ALBUMS CLASSICAL - TOP 10,2007,44,10,Best Of Čajkovskij,Různí,Různí,Supraphon
190495,CZ - ALBUMS CLASSICAL - TOP 10,2007,45,1,Pavarotti Forever,Luciano Pavarotti,Luciano Pavarotti,Universal Music
190496,CZ - ALBUMS CLASSICAL - TOP 10,2007,45,2,Best Of Mozart,Různí,Různí,Supraphon
190497,CZ - ALBUMS CLASSICAL - TOP 10,2007,45,3,'Ah! Mio Cor' - Arias,Magdalena Kožená,Magdalena Kožená,Universal Music
190498,CZ - ALBUMS CLASSICAL - TOP 10,2007,45,4,Best Of Bach,Různí,Různí,Supraphon
190499,CZ - ALBUMS CLASSICAL - TOP 10,2007,45,5,Perličky české klasické hudby,Čf/neumann,Čf,Supraphon
190500,CZ - ALBUMS CLASSICAL - TOP 10,2007,45,6,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
190501,CZ - ALBUMS CLASSICAL - TOP 10,2007,45,7,Má vlast,Čf/kubelík,Čf,Supraphon
